"编号","开始答题时间","结束答题时间","答题时长","1.性别","2.年龄","3.饮食偏好:是否喜欢辣","3.饮食偏好:是否喜欢甜","3.饮食偏好:是否喜欢酸","3.饮食偏好:是否偏爱素食","3.饮食偏好:能否接受生食（如刺身）","3.饮食偏好:能否接受冷食（如冰淇淋）","3.饮食偏好:能否接受带有臭味的食物（如螺蛳粉 榴莲 臭豆腐）","3.饮食偏好:能否接受重口味食物","3.饮食偏好:能否接受清淡口味食物","4.您喜欢的菜系（多选）:川菜（如麻辣香锅、毛血旺）","4.您喜欢的菜系（多选）:粤菜&港式（如烧腊、菠萝油）","4.您喜欢的菜系（多选）:湘菜（如小炒黄牛肉）","4.您喜欢的菜系（多选）:江浙菜（如西湖醋鱼、东坡肉）","4.您喜欢的菜系（多选）:日料（如寿司、刺身）","4.您喜欢的菜系（多选）:韩餐（如石锅拌饭）","4.您喜欢的菜系（多选）:西餐（如牛排、披萨）","4.您喜欢的菜系（多选）:东南亚风格（如冬阴功汤）","4.您喜欢的菜系（多选）:其他____{fillblank-514a}","4.您喜欢的菜系（多选）:其他____{fillblank-514a}[选项填空]","5.为食物打分:沙拉","5.为食物打分:麻辣香锅","5.为食物打分:酸菜鱼","5.为食物打分:甜甜圈","5.为食物打分:水煮蔬菜","5.为食物打分:白切鸡","5.为食物打分:寿司","5.为食物打分:麻辣烫","5.为食物打分:韩式炸鸡","5.为食物打分:冬阴功汤","5.为食物打分:蜜汁叉烧","5.为食物打分:烧烤","5.为食物打分:菌菇汤","5.为食物打分:卤味","5.为食物打分:蛋挞","5.为食物打分:红烧肉","5.为食物打分:汉堡","5.为食物打分:石锅拌饭","5.为食物打分:煲仔饭","5.为食物打分:皮蛋瘦肉粥","5.为食物打分:刺身","5.为食物打分:牛排","5.为食物打分:披萨","5.为食物打分:冰淇淋","5.为食物打分:布丁","5.为食物打分:新疆爆辣炒粉","5.为食物打分:小笼包","5.为食物打分:酸辣粉","5.为食物打分:小米粥","5.为食物打分:螺蛳粉","语言","清洗数据结果","智能清洗数据无效概率","地理位置国家和地区","地理位置省","地理位置市","自定义字段","IP","UA","Referrer",
"62","16-Apr-2025 15:56:47","16-Apr-2025 15:58:49","122","B.男","C.31-50岁","A.是","A.是","B.否","B.否","B.否","A.是","B.否","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","","","","","","","3","5","5","3","0","3","0","5","3","3","3","3","3","5","3","5","3","3","3","3","3","3","3","5","3","3","3","3","5","3","简体中文","未清洗","","中国","浙江省","宁波市","","2409:8929:2456:4fbd:7899:2098:f854:4251","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/4G Language/zh_CN","",
"61","16-Apr-2025 15:54:21","16-Apr-2025 15:58:36","255","B.男","D.51岁及以上","B.否","B.否","B.否","B.否","B.否","B.否","A.是","B.否","A.是","","","","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","","","","","","3","0","5","0","0","5","5","0","0","0","0","2","5","3","3","3","3","0","0","3","0","3","3","3","0","0","5","3","3","0","简体中文","未清洗","","中国","江苏省","常州市","","112.3.100.139","Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/WIFI Language/zh_CN","",
"59","16-Apr-2025 15:56:44","16-Apr-2025 15:58:24","100","A.女","C.31-50岁","A.是","B.否","A.是","A.是","A.是","A.是","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","","","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","","","","5","5","2","1","1","3","3","5","1","1","1","4","3","4","3","2","2","3","4","1","1","2","2","2","1","1","4","3","1","2","简体中文","未清洗","","中国","广东省","深圳市","","2409:8a55:3023:8300:7110:47f3:424b:4840","Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/WIFI Language/zh_CN","",
"60","16-Apr-2025 15:55:03","16-Apr-2025 15:58:24","201","A.女","D.51岁及以上","A.是","A.是","A.是","B.否","A.是","A.是","A.是","B.否","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","4","4","5","1","4","4","4","3","0","4","3","1","4","4","5","3","3","4","4","4","4","4","4","3","4","0","4","3","4","3","简体中文","未清洗","","中国","广东省","广州市","","2408:8256:884:899b:29fa:1622:487a:b73a","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/WIFI Language/zh_HK","",
"58","16-Apr-2025 15:55:13","16-Apr-2025 15:58:20","187","A.女","D.51岁及以上","B.否","B.否","A.是","B.否","A.是","A.是","A.是","A.是","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","5","3","4","2","3","4","3","3","4","3","4","3","4","4","3","3","4","4","4","4","4","4","4","3","3","2","4","4","4","4","简体中文","未清洗","","中国","广东省","珠海市","","14.119.122.176","Mozilla/5.0 (Linux; Android 10; VOG-AL10 Build/HUAWEIVOG-AL10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/2693 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm6","",
"57","16-Apr-2025 15:56:24","16-Apr-2025 15:58:18","114","A.女","C.31-50岁","B.否","B.否","A.是","B.否","B.否","A.是","B.否","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","4","3","4","0","0","4","4","4","3","4","3","0","3","4","4","3","4","4","3","4","0","4","3","3","3","4","4","3","3","0","简体中文","未清洗","","中国","","","","2409:8924:4223:67d0:d54b:d836:5f42:b559","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/4G Language/zh_CN","",
"56","16-Apr-2025 15:55:50","16-Apr-2025 15:57:58","128","A.女","C.31-50岁","B.否","A.是","B.否","B.否","A.是","B.否","B.否","B.否","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","5","0","3","0","5","4","3","0","0","2","2","1","5","2","2","1","1","1","3","3","4","5","2","0","3","0","1","0","3","0","简体中文","未清洗","","中国","浙江省","温州市","","115.223.151.250","Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/WIFI Language/zh_CN","",
"55","16-Apr-2025 15:56:04","16-Apr-2025 15:57:49","105","A.女","C.31-50岁","A.是","B.否","A.是","A.是","A.是","A.是","A.是","A.是","A.是","","","","","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","","","","","1","5","5","1","3","3","5","3","4","3","3","4","3","4","3","4","4","4","4","5","5","4","5","5","5","3","3","3","3","0","简体中文","未清洗","","中国","浙江省","台州市","","125.126.72.54","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/WIFI Language/zh_CN","",
"54","16-Apr-2025 15:55:54","16-Apr-2025 15:57:45","111","A.女","C.31-50岁","B.否","A.是","A.是","B.否","A.是","A.是","A.是","B.否","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","5","3","4","5","5","5","5","3","4","5","5","4","5","5","5","5","4","5","5","5","5","5","5","3","4","3","5","4","5","4","简体中文","未清洗","","中国","福建省","福州市","","240e:467:180:4681:59ae:abf1:5474:b2b1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/4G Language/zh_CN","",
"53","16-Apr-2025 15:53:38","16-Apr-2025 15:57:39","241","A.女","C.31-50岁","B.否","B.否","B.否","A.是","A.是","A.是","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","I.其他____________","地方特色小吃","5","3","5","4","3","3","4","4","4","4","4","4","4","4","4","4","3","3","4","4","4","3","4","5","5","0","3","4","3","0","简体中文","未清洗","","中国","广东省","佛山市","","116.20.248.26","Mozilla/5.0 (Linux; Android 12; ALN-AL10 Build/HUAWEIALN-AL10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300493 MMWEBSDK/20250201 MMWEBID/9893 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm6","",
"52","16-Apr-2025 15:55:13","16-Apr-2025 15:57:36","143","A.女","C.31-50岁","A.是","B.否","A.是","B.否","B.否","B.否","A.是","A.是","A.是","","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","","","","","H.东南亚风格（如冬阴功汤）","","","5","3","5","2","5","5","1","3","1","3","5","3","5","5","3","3","3","3","5","5","1","0","0","3","3","2","5","5","5","5","简体中文","未清洗","","中国","广东省","深圳市","","240e:3b4:2cf6:b1c0:ddce:f007:d9:32af","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.46(0x18002e2c) NetType/WIFI Language/zh_CN","",
"51","16-Apr-2025 15:55:39","16-Apr-2025 15:57:15","96","A.女","C.31-50岁","B.否","A.是","A.是","B.否","B.否","A.是","B.否","B.否","A.是","","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","5","2","4","4","3","5","4","3","5","5","5","5","5","5","5","5","5","5","5","5","2","5","5","5","5","2","5","2","5","0","简体中文","未清洗","","中国","浙江省","杭州市","","39.144.124.63","Mozilla/5.0 (Linux; Android 12; LIO-AN00 Build/HUAWEILIO-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300493 MMWEBSDK/20250201 MMWEBID/7153 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm6","",
"50","16-Apr-2025 15:54:44","16-Apr-2025 15:57:10","146","B.男","D.51岁及以上","A.是","B.否","B.否","A.是","A.是","A.是","B.否","B.否","A.是","","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","","","","","","","","3","4","4","2","3","4","2","2","2","2","2","3","4","4","4","4","3","3","4","5","3","4","4","3","3","3","4","3","4","1","简体中文","未清洗","","中国","","","","2409:8938:e7:fdbe:a495:daff:fe14:7106","Mozilla/5.0 (Linux; Android 12; FIN-AL60a Build/HUAWEIFIN-AL60a; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300493 MMWEBSDK/20250201 MMWEBID/8497 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/ar","",
"49","16-Apr-2025 15:55:07","16-Apr-2025 15:57:04","117","B.男","D.51岁及以上","B.否","A.是","A.是","A.是","B.否","B.否","B.否","B.否","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","5","3","2","5","5","4","5","3","3","5","3","4","5","3","4","3","3","3","4","5","4","5","5","3","3","3","5","3","4","1","简体中文","未清洗","","中国","江苏省","常州市","","222.185.81.94","Mozilla/5.0 (iPhone; CPU iPhone OS 18_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/WIFI Language/zh_CN","",
"48","16-Apr-2025 15:54:54","16-Apr-2025 15:56:58","124","A.女","D.51岁及以上","B.否","B.否","A.是","A.是","A.是","B.否","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","4","1","2","0","5","5","4","1","1","2","3","2","3","2","1","2","1","3","3","3","3","4","3","1","3","0","3","3","3","2","简体中文","未清洗","","中国","广东省","深圳市","","183.15.176.236","Mozilla/5.0 (Linux; Android 14; 23127PN0CC Build/UKQ1.230804.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20231202 MMWEBID/5483 MicroMessenger/8.0.47.2560(0x28002F51) WeChat/a","",
"46","16-Apr-2025 15:54:50","16-Apr-2025 15:56:44","114","B.男","D.51岁及以上","A.是","A.是","A.是","B.否","A.是","A.是","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","","","D.江浙菜（如西湖醋鱼、东坡肉）","","","","","","","4","5","5","2","0","3","4","5","4","3","5","5","5","5","5","5","2","4","4","3","3","5","3","5","5","5","5","3","5","4","简体中文","未清洗","","中国","江苏省","常州市","","240e:479:3a58:66da:20ea:8924:1863:ae8","Mozilla/5.0 (Linux; Android 12; PLA-AL10 Build/HUAWEIPLA-AL10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300489 MMWEBSDK/20250201 MMWEBID/2257 MicroMessenger/8.0.57.2820(0x28003980) WeChat/arm6","",
"47","16-Apr-2025 15:54:34","16-Apr-2025 15:56:44","130","B.男","C.31-50岁","A.是","B.否","B.否","A.是","A.是","A.是","B.否","A.是","A.是","","","","D.江浙菜（如西湖醋鱼、东坡肉）","","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","","","","3","4","5","2","3","4","4","5","3","3","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","2","4","1","简体中文","未清洗","","中国","浙江省","宁波市","","218.71.239.114","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/WIFI Language/zh_CN","",
"45","16-Apr-2025 15:54:04","16-Apr-2025 15:56:35","151","B.男","D.51岁及以上","A.是","B.否","B.否","B.否","A.是","B.否","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","","","","","","","0","3","5","0","0","3","2","5","0","0","0","4","4","4","0","4","1","4","5","5","5","4","1","1","1","0","4","4","3","0","简体中文","未清洗","","中国","江苏省","南京市","","240e:478:868:4ff1:7c00:ecff:feaa:c571","Mozilla/5.0 (Linux; Android 12; RTE-AL00 Build/HUAWEIRNA-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/5471 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm6","",
"44","16-Apr-2025 15:54:58","16-Apr-2025 15:56:24","86","A.女","D.51岁及以上","A.是","A.是","A.是","A.是","B.否","A.是","B.否","B.否","A.是","","","","D.江浙菜（如西湖醋鱼、东坡肉）","","","","","","","3","3","4","1","5","5","4","2","1","2","0","3","4","4","3","4","4","4","4","5","1","4","4","4","4","0","5","2","5","0","简体中文","未清洗","","中国","浙江省","宁波市","","60.12.23.59","Mozilla/5.0 (iPhone; CPU iPhone OS 17_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.54(0x1800363a) NetType/WIFI Language/zh_CN","",
"43","16-Apr-2025 15:54:45","16-Apr-2025 15:56:22","97","A.女","D.51岁及以上","B.否","B.否","B.否","B.否","A.是","A.是","A.是","A.是","A.是","","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","","E.日料（如寿司、刺身）","","G.西餐（如牛排、披萨）","","","","3","3","4","4","1","5","5","4","4","2","5","5","5","5","5","5","3","2","3","3","5","5","4","5","5","2","3","3","4","4","简体中文","未清洗","","中国","广东省","惠州市","","14.112.25.154","Mozilla/5.0 (Linux; Android 12; ALN-AL10 Build/HUAWEIALN-AL10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/3211 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm6","",
"42","16-Apr-2025 15:55:06","16-Apr-2025 15:56:16","70","B.男","C.31-50岁","B.否","B.否","B.否","B.否","B.否","B.否","B.否","B.否","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","","","","","","","","3","2","3","2","3","5","4","3","2","5","4","3","5","4","2","3","2","4","4","5","4","5","4","2","2","2","4","2","5","1","简体中文","未清洗","","中国","上海市","上海市","","2409:891f:64:2eb:3072:86ff:fe56:f14e","Mozilla/5.0 (Linux; Android 15; 24053PY09C Build/AQ3A.240912.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300473 MMWEBSDK/20250201 MMWEBID/7716 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/a","",
"41","16-Apr-2025 15:55:01","16-Apr-2025 15:56:14","73","B.男","C.31-50岁","B.否","B.否","A.是","B.否","A.是","A.是","A.是","A.是","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","","","","","","2","3","5","2","2","5","5","2","2","4","4","4","5","4","4","4","3","3","3","5","5","5","4","3","3","2","5","2","4","4","简体中文","未清洗","","中国","","","","240e:400:3a08:1d3:50a2:48ff:fe82:e2c1","Mozilla/5.0 (Linux; Android 15; REP-AN00 Build/HONORREP-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/2082 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm64","",
"40","16-Apr-2025 15:54:41","16-Apr-2025 15:56:04","83","B.男","B.19-30岁","A.是","A.是","B.否","B.否","A.是","A.是","A.是","B.否","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","4","3","3","3","2","3","4","3","4","3","3","3","4","3","3","4","3","3","4","4","4","4","4","3","3","3","3","3","3","3","简体中文","未清洗","","中国","广东省","佛山市","","14.212.98.39","Mozilla/5.0 (Linux; Android 11; V2054A Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/5394 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm64","",
"39","16-Apr-2025 15:55:02","16-Apr-2025 15:55:51","49","A.女","B.19-30岁","B.否","A.是","B.否","A.是","A.是","A.是","A.是","A.是","A.是","","","","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","","G.西餐（如牛排、披萨）","","","","5","3","3","4","3","4","5","2","2","2","4","5","5","4","5","2","5","5","5","1","5","5","5","5","5","2","5","1","1","1","简体中文","未清洗","","中国","四川省","成都市","","2409:8962:793:524:21e8:5669:25af:c0e1","Mozilla/5.0 (Linux; Android 12; ADY-AL00 Build/HUAWEIADY-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20241202 MMWEBID/3335 MicroMessenger/8.0.56.2800(0x2800385E) WeChat/arm6","",
"38","16-Apr-2025 15:50:50","16-Apr-2025 15:55:45","295","A.女","B.19-30岁","A.是","A.是","B.否","B.否","A.是","A.是","A.是","B.否","A.是","A.川菜（如麻辣香锅、毛血旺）","","C.湘菜（如小炒黄牛肉）","","","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","","","","3","4","4","3","2","3","3","4","4","4","4","5","4","5","4","4","4","4","4","4","3","4","4","4","4","4","4","4","3","4","简体中文","未清洗","","中国","江苏省","常州市","","2409:8a20:3c51:2f10:bde5:6853:8452:4534","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/WIFI Language/zh_CN","",
"37","16-Apr-2025 15:54:22","16-Apr-2025 15:55:41","79","B.男","C.31-50岁","A.是","A.是","A.是","B.否","A.是","A.是","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","简体中文","未清洗","","中国","江苏省","","","223.108.124.70","Mozilla/5.0 (Linux; Android 11; Hera-BD00 Build/HinovaHera-BD00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300473 MMWEBSDK/20250201 MMWEBID/7070 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/ar","",
"36","16-Apr-2025 15:53:19","16-Apr-2025 15:55:36","137","A.女","B.19-30岁","A.是","A.是","A.是","B.否","B.否","A.是","B.否","A.是","A.是","","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","2","2","2","3","2","3","0","3","3","4","5","4","3","2","3","4","3","3","3","4","0","4","4","4","3","1","4","3","4","1","简体中文","未清洗","","中国","广东省","深圳市","","2409:895a:3484:209a:4032:6ff8:1ae:73c4","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/4G Language/zh_CN","",
"35","16-Apr-2025 15:52:14","16-Apr-2025 15:55:32","198","A.女","B.19-30岁","A.是","B.否","A.是","B.否","A.是","A.是","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","","C.湘菜（如小炒黄牛肉）","","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","","","","","2","3","2","0","1","3","3","4","2","1","1","5","3","3","1","2","2","2","2","2","4","2","2","3","2","4","2","3","3","3","简体中文","未清洗","","中国","","","","2409:8924:4022:47fd:e0fc:296b:1b7f:2e2","Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/4G Language/zh_CN","",
